chapter,word,word_num,tot_words,ch_num,value,sum_sent,wds_norm,sum_norm,ch_name
Span notes 1 aardborg.rtf,threat,1442,4471,1,-2,-12.356340956340963,0.32499436556231687,-0.07618268771045608,Aardborg
Span notes 1 aardborg.rtf,fakes,1505,4471,1,-3,-15.356340956340963,0.33919314852377735,-0.09467910699338977,Aardborg
Span notes 1 aardborg.rtf,pay,1611,4471,1,-1,-16.35634095634096,0.3630831643002028,-0.10084458008770099,Aardborg
Span notes 1 aardborg.rtf,attack,1647,4471,1,-1,-17.35634095634096,0.3711967545638945,-0.10701005318201222,Aardborg
Span notes 1 aardborg.rtf,mess,1653,4471,1,-2,-19.35634095634096,0.37254901960784315,-0.11934099937063467,Aardborg
Span notes 1 aardborg.rtf,menace,1666,4471,1,-2,-21.35634095634096,0.37547892720306514,-0.13167194555925713,Aardborg
Span notes 1 aardborg.rtf,injured,1667,4471,1,-2,-23.35634095634096,0.3757043047103899,-0.14400289174787959,Aardborg
Span notes 1 aardborg.rtf,odd,1691,4471,1,-2,-25.35634095634096,0.38111336488618436,-0.15633383793650205,Aardborg
Span notes 1 aardborg.rtf,abandoned,1735,4471,1,-2,-27.35634095634096,0.3910299752084742,-0.1686647841251245,Aardborg
Span notes 1 aardborg.rtf,safe,1745,4471,1,1.5178794178794177,-25.838461538461544,0.3932837502817219,-0.15930633941378017,Aardborg
Span notes 1 aardborg.rtf,aggressive,1769,4471,1,-2,-27.838461538461544,0.39869281045751637,-0.17163728560240263,Aardborg
Span notes 1 aardborg.rtf,warm,1799,4471,1,1.5178794178794177,-26.320582120582127,0.4054541356772594,-0.1622788408910583,Aardborg
Span notes 1 aardborg.rtf,difficult,1844,4471,1,-1,-27.320582120582127,0.415596123506874,-0.16844431398536952,Aardborg
Span notes 1 aardborg.rtf,attacked,1885,4471,1,-1,-28.320582120582127,0.42483660130718953,-0.17460978707968075,Aardborg
Span notes 1 aardborg.rtf,accomplished,2013,4471,1,3.0357588357588354,-25.284823284823293,0.45368492224476,-0.15589289765699207,Aardborg
Span notes 1 aardborg.rtf,successful,2033,4471,1,4.553638253638253,-20.73118503118504,0.4581924723912554,-0.12781756352295903,Aardborg
Span notes 1 aardborg.rtf,worn,2082,4471,1,-1,-21.73118503118504,0.46923597025016905,-0.13398303661727026,Aardborg
Span notes 1 aardborg.rtf,wins,2180,4471,1,6.071517671517671,-15.659667359667369,0.4913229659679964,-0.09654925777189291,Aardborg
Span notes 1 aardborg.rtf,fails,2195,4471,1,-2,-17.659667359667367,0.4947036285778679,-0.10888020396051536,Aardborg
Span notes 1 aardborg.rtf,nervous,2273,4471,1,-2,-19.659667359667367,0.5122830741491999,-0.12121115014913782,Aardborg
Span notes 1 aardborg.rtf,safety,2276,4471,1,1.5178794178794177,-18.14178794178795,0.5129592066711742,-0.11185270543779348,Aardborg
Span notes 1 aardborg.rtf,fails,2292,4471,1,-2,-20.14178794178795,0.5165652467883706,-0.12418365162641594,Aardborg
Span notes 1 aardborg.rtf,grants,2329,4471,1,1.5178794178794177,-18.623908523908533,0.524904214559387,-0.1148252069150716,Aardborg
Span notes 1 aardborg.rtf,wealth,2330,4471,1,4.553638253638253,-14.07027027027028,0.5251295920667117,-0.08674987278103859,Aardborg
Span notes 1 aardborg.rtf,luck,2332,4471,1,4.553638253638253,-9.516632016632027,0.5255803470813613,-0.05867453864700557,Aardborg
Span notes 1 aardborg.rtf,isolated,2413,4471,1,-1,-10.516632016632027,0.5438359251746676,-0.0648400117413168,Aardborg
Span notes 1 aardborg.rtf,disappears,2449,4471,1,-1,-11.516632016632027,0.5519495154383592,-0.07100548483562803,Aardborg
Span notes 1 aardborg.rtf,avoid,2516,4471,1,-1,-12.516632016632027,0.5670498084291188,-0.07717095792993925,Aardborg
Span notes 1 aardborg.rtf,alert,2529,4471,1,-1,-13.516632016632027,0.5699797160243407,-0.08333643102425048,Aardborg
Span notes 1 aardborg.rtf,screaming,2558,4471,1,-2,-15.516632016632027,0.5765156637367591,-0.09566737721287294,Aardborg
Span notes 1 aardborg.rtf,safe,2573,4471,1,1.5178794178794177,-13.99875259875261,0.5798963263466306,-0.0863089325015286,Aardborg
Span notes 1 aardborg.rtf,drop,2674,4471,1,-1,-14.99875259875261,0.6026594545864322,-0.09247440559583983,Aardborg
Span notes 1 aardborg.rtf,destroy,2681,4471,1,-3,-17.99875259875261,0.6042370971377057,-0.11097082487877352,Aardborg
Span notes 1 aardborg.rtf,irritated,2791,4471,1,-3,-20.99875259875261,0.6290286229434302,-0.1294672441617072,Aardborg
Span notes 1 aardborg.rtf,calm,2869,4471,1,3.0357588357588354,-17.962993762993776,0.6466080685147623,-0.11075035473901854,Aardborg
Span notes 1 aardborg.rtf,opportunity,2893,4471,1,3.0357588357588354,-14.927234927234938,0.6520171286905567,-0.09203346531632985,Aardborg
Span notes 1 aardborg.rtf,attacks,2894,4471,1,-1,-15.927234927234938,0.6522425061978815,-0.09819893841064106,Aardborg
Span notes 1 aardborg.rtf,escape,2906,4471,1,-1,-16.927234927234938,0.6549470362857787,-0.10436441150495229,Aardborg
Span notes 1 aardborg.rtf,escape,2915,4471,1,-1,-17.927234927234938,0.6569754338517017,-0.11052988459926352,Aardborg
Span notes 1 aardborg.rtf,kill,2918,4471,1,-3,-20.927234927234938,0.6576515663736759,-0.1290263038821972,Aardborg
Span notes 1 aardborg.rtf,dead,2991,4471,1,-3,-23.927234927234938,0.6741041244083841,-0.1475227231651309,Aardborg
Span notes 1 aardborg.rtf,share,3021,4471,1,1.5178794178794177,-22.40935550935552,0.6808654496281271,-0.13816427845378657,Aardborg
Span notes 1 aardborg.rtf,matter,3056,4471,1,1.5178794178794177,-20.891476091476104,0.688753662384494,-0.12880583374244223,Aardborg
Span notes 1 aardborg.rtf,poison,3058,4471,1,-2,-22.891476091476104,0.6892044173991436,-0.1411367799310647,Aardborg
Span notes 1 aardborg.rtf,poison,3073,4471,1,-2,-24.891476091476104,0.6925850800090151,-0.15346772611968715,Aardborg
Span notes 1 aardborg.rtf,notorious,3094,4471,1,-2,-26.891476091476104,0.6973180076628352,-0.1657986723083096,Aardborg
Span notes 1 aardborg.rtf,poison,3112,4471,1,-2,-28.891476091476104,0.7013748027946811,-0.17812961849693204,Aardborg
Span notes 1 aardborg.rtf,top,3163,4471,1,3.0357588357588354,-25.855717255717266,0.7128690556682443,-0.15941272907424336,Aardborg
Span notes 1 aardborg.rtf,battle,3202,4471,1,-1,-26.855717255717266,0.7216587784539104,-0.1655782021685546,Aardborg
Span notes 1 aardborg.rtf,attacks,3214,4471,1,-1,-27.855717255717266,0.7243633085418075,-0.17174367526286582,Aardborg
Span notes 1 aardborg.rtf,injured,3232,4471,1,-2,-29.855717255717266,0.7284201036736534,-0.18407462145148829,Aardborg
Span notes 1 aardborg.rtf,focused,3312,4471,1,3.0357588357588354,-26.819958419958432,0.7464503042596349,-0.1653577320287996,Aardborg
Span notes 1 aardborg.rtf,attack,3328,4471,1,-1,-27.819958419958432,0.7500563443768312,-0.17152320512311084,Aardborg
Span notes 1 aardborg.rtf,kill,3359,4471,1,-3,-30.819958419958432,0.757043047103899,-0.19001962440604453,Aardborg
Span notes 1 aardborg.rtf,advantage,3369,4471,1,3.0357588357588354,-27.784199584199598,0.7592968221771467,-0.17130273498335585,Aardborg
Span notes 1 aardborg.rtf,clean,3380,4471,1,3.0357588357588354,-24.74844074844076,0.7617759747577192,-0.15258584556066715,Aardborg
Span notes 1 aardborg.rtf,destroys,3413,4471,1,-3,-27.74844074844076,0.7692134324994365,-0.17108226484360084,Aardborg
Span notes 1 aardborg.rtf,attack,3499,4471,1,-1,-28.74844074844076,0.7885958981293667,-0.17724773793791207,Aardborg
Span notes 1 aardborg.rtf,collapses,3506,4471,1,-2,-30.74844074844076,0.79017354068064,-0.18957868412653453,Aardborg
Span notes 1 aardborg.rtf,safety,3517,4471,1,1.5178794178794177,-29.230561330561343,0.7926526932612126,-0.1802202394151902,Aardborg
Span notes 1 aardborg.rtf,safely,3550,4471,1,1.5178794178794177,-27.712681912681926,0.8000901510029299,-0.17086179470384585,Aardborg
Span notes 1 aardborg.rtf,tops,3590,4471,1,3.0357588357588354,-24.67692307692309,0.8091052512959207,-0.15214490528115715,Aardborg
Span notes 1 aardborg.rtf,disappear,3609,4471,1,-1,-25.67692307692309,0.8133874239350912,-0.15831037837546838,Aardborg
Span notes 1 aardborg.rtf,top,3625,4471,1,3.0357588357588354,-22.641164241164255,0.8169934640522876,-0.1395934889527797,Aardborg
Span notes 1 aardborg.rtf,strength,3691,4471,1,3.0357588357588354,-19.60540540540542,0.8318683795357223,-0.12087659953009104,Aardborg
Span notes 1 aardborg.rtf,reaches,3709,4471,1,1.5178794178794177,-18.087525987526003,0.8359251746675682,-0.1115181548187467,Aardborg
Span notes 1 aardborg.rtf,struggles,3762,4471,1,-2,-20.087525987526003,0.847870182555781,-0.12384910100736916,Aardborg
Span notes 1 aardborg.rtf,top,3786,4471,1,3.0357588357588354,-17.051767151767166,0.8532792427315754,-0.10513221158468047,Aardborg
Span notes 1 aardborg.rtf,escape,3796,4471,1,-1,-18.051767151767166,0.855533017804823,-0.1112976846789917,Aardborg
Span notes 1 aardborg.rtf,opportunity,3811,4471,1,3.0357588357588354,-15.016008316008332,0.8589136804146946,-0.09258079525630303,Aardborg
Span notes 1 aardborg.rtf,attack,3812,4471,1,-1,-16.01600831600833,0.8591390579220194,-0.09874626835061426,Aardborg
Span notes 1 aardborg.rtf,distracts,3861,4471,1,-2,-18.01600831600833,0.8701825557809331,-0.11107721453923672,Aardborg
Span notes 1 aardborg.rtf,top,3924,4471,1,3.0357588357588354,-14.980249480249496,0.8843813387423936,-0.09236032511654803,Aardborg
Span notes 1 aardborg.rtf,fails,3967,4471,1,-2,-16.980249480249494,0.8940725715573585,-0.10469127130517047,Aardborg
Span notes 1 aardborg.rtf,strikes,3976,4471,1,-1,-17.980249480249494,0.8961009691232815,-0.1108567443994817,Aardborg
Span notes 1 aardborg.rtf,crushing,3979,4471,1,-1,-18.980249480249494,0.8967771016452558,-0.11702221749379293,Aardborg
Span notes 1 aardborg.rtf,death,3983,4471,1,-2,-20.980249480249494,0.8976786116745549,-0.1293531636824154,Aardborg
Span notes 1 aardborg.rtf,death,3998,4471,1,-2,-22.980249480249494,0.9010592742844264,-0.14168410987103786,Aardborg
Span notes 1 aardborg.rtf,save,3999,4471,1,3.0357588357588354,-19.94449064449066,0.9012846517917512,-0.12296722044834918,Aardborg
Span notes 1 aardborg.rtf,collapses,4013,4471,1,-2,-21.94449064449066,0.9044399368942979,-0.13529816663697164,Aardborg
Span notes 1 aardborg.rtf,flees,4017,4471,1,-1,-22.94449064449066,0.905341446923597,-0.14146363973128287,Aardborg
Span notes 1 aardborg.rtf,flops,4027,4471,1,-2,-24.94449064449066,0.9075952219968447,-0.15379458591990533,Aardborg
Span notes 1 aardborg.rtf,relieved,4031,4471,1,3.0357588357588354,-21.908731808731826,0.9084967320261438,-0.13507769649721665,Aardborg
Span notes 1 aardborg.rtf,top,4067,4471,1,3.0357588357588354,-18.87297297297299,0.9166103222898355,-0.11636080707452795,Aardborg
Span notes 1 aardborg.rtf,attracts,4129,4471,1,1.5178794178794177,-17.35509355509357,0.9305837277439711,-0.10700236236318363,Aardborg
Span notes 1 aardborg.rtf,abilities,4223,4471,1,3.0357588357588354,-14.319334719334737,0.9517692134324994,-0.08828547294049495,Aardborg
Span notes 1 aardborg.rtf,rigged,4306,4471,1,-1,-15.319334719334737,0.9704755465404553,-0.09445094603480618,Aardborg
Span notes 1 aardborg.rtf,missing,4340,4471,1,-2,-17.319334719334737,0.9781383817894974,-0.10678189222342864,Aardborg
Span notes 1 aardborg.rtf,aggressive,4366,4471,1,-2,-19.319334719334737,0.9839981969799414,-0.11911283841205109,Aardborg
Span notes 1 aardborg.rtf,abhorrent,4384,4471,1,-3,-22.319334719334737,0.9880549921117873,-0.13760925769498478,Aardborg
Span notes 1 aardborg.rtf,destroy,4427,4471,1,-3,-25.319334719334737,0.9977462249267524,-0.15610567697791847,Aardborg
Span notes 1 aardborg.rtf,prevent,4430,4471,1,-1,-26.319334719334737,0.9984223574487266,-0.1622711500722297,Aardborg
Span notes 1 aardborg.rtf,damage,4432,4471,1,-3,-29.319334719334737,0.9988731124633762,-0.1807675693551634,Aardborg
Span notes 1 aardborg.rtf,saved,4437,4471,1,3.0357588357588354,-26.2835758835759,1,-0.16205067993247468,Aardborg
Span notes 2 horunda valley.rtf,rockpoint,0,3406,2,0,0,0,0,Horunda Valley
Span notes 2 horunda valley.rtf,promoted,16,3406,2,1.5178794178794177,1.5178794178794177,0.004757656853999405,0.00935844471134434,Horunda Valley
Span notes 2 horunda valley.rtf,kills,74,3406,2,-3,-1.4821205821205823,0.02200416294974725,-0.009137974571589345,Horunda Valley
Span notes 2 horunda valley.rtf,kill,83,3406,2,-3,-4.482120582120582,0.024680344930121913,-0.02763439385452303,Horunda Valley
Span notes 2 horunda valley.rtf,killed,99,3406,2,-3,-7.482120582120582,0.029438001784121322,-0.04613081313745671,Horunda Valley
Span notes 2 horunda valley.rtf,gain,109,3406,2,3.0357588357588354,-4.446361746361747,0.03241153731787095,-0.02741392371476804,Horunda Valley
Span notes 2 horunda valley.rtf,death,131,3406,2,-2,-6.446361746361747,0.03895331549212013,-0.039744869903390496,Horunda Valley
Span notes 2 horunda valley.rtf,ability,147,3406,2,3.0357588357588354,-3.410602910602911,0.043710972346119537,-0.021027980480701813,Horunda Valley
Span notes 2 horunda valley.rtf,distress,172,3406,2,-2,-5.410602910602911,0.051144811180493605,-0.033358926669324274,Horunda Valley
Span notes 2 horunda valley.rtf,top,180,3406,2,3.0357588357588354,-2.3748440748440762,0.05352363960749331,-0.014642037246635594,Horunda Valley
Span notes 2 horunda valley.rtf,reaches,186,3406,2,1.5178794178794177,-0.8569646569646583,0.05530776092774309,-0.0052835925352912524,Horunda Valley
Span notes 2 horunda valley.rtf,distress,223,3406,2,-2,-2.8569646569646583,0.06630984240261671,-0.01761453872391371,Horunda Valley
Span notes 2 horunda valley.rtf,reaches,250,3406,2,1.5178794178794177,-1.3390852390852406,0.07433838834374071,-0.00825609401256937,Horunda Valley
Span notes 2 horunda valley.rtf,reaches,259,3406,2,1.5178794178794177,0.17879417879417714,0.07701457032411538,0.0011023506987749704,Horunda Valley
Span notes 2 horunda valley.rtf,anti,276,3406,2,-1,-0.8212058212058229,0.08206958073148975,-0.005063122395536258,Horunda Valley
Span notes 2 horunda valley.rtf,helps,288,3406,2,3.0357588357588354,2.2145530145530126,0.08563782337198929,0.013653767027152422,Horunda Valley
Span notes 2 horunda valley.rtf,drop,315,3406,2,-1,1.2145530145530126,0.0936663693131133,0.007488293932841193,Horunda Valley
Span notes 2 horunda valley.rtf,vision,378,3406,2,1.5178794178794177,2.7324324324324305,0.11239964317573595,0.016846738644185535,Horunda Valley
Span notes 2 horunda valley.rtf,vision,383,3406,2,1.5178794178794177,4.2503118503118476,0.11388641094261076,0.02620518335552987,Horunda Valley
Span notes 2 horunda valley.rtf,reach,393,3406,2,1.5178794178794177,5.7681912681912655,0.11685994647636039,0.035563628066874214,Horunda Valley
Span notes 2 horunda valley.rtf,helps,438,3406,2,3.0357588357588354,8.8039501039501,0.1302408563782337,0.05428051748956289,Horunda Valley
Span notes 2 horunda valley.rtf,fight,477,3406,2,-1,7.803950103950101,0.14183764495985726,0.04811504439525167,Horunda Valley
Span notes 2 horunda valley.rtf,death,487,3406,2,-2,5.803950103950101,0.1448111804936069,0.03578409820662921,Horunda Valley
Span notes 2 horunda valley.rtf,attacks,510,3406,2,-1,4.803950103950101,0.15165031222123104,0.02961862511231798,Horunda Valley
Span notes 2 horunda valley.rtf,dead,535,3406,2,-3,1.8039501039501011,0.1590841510556051,0.011122205829384292,Horunda Valley
Span notes 2 horunda valley.rtf,bad,602,3406,2,-3,-1.1960498960498989,0.17900683913172763,-0.0073742134535493935,Horunda Valley
Span notes 2 horunda valley.rtf,convince,610,3406,2,1.5178794178794177,0.32182952182951885,0.18138566755872731,0.0019842312577949468,Horunda Valley
Span notes 2 horunda valley.rtf,warns,621,3406,2,-2,-1.6781704781704812,0.18465655664585193,-0.01034671493082751,Horunda Valley
Span notes 2 horunda valley.rtf,badly,634,3406,2,-3,-4.678170478170481,0.18852215283972643,-0.028843134213761192,Horunda Valley
Span notes 2 horunda valley.rtf,aggressive,663,3406,2,-2,-6.678170478170481,0.19714540588760035,-0.04117408040238365,Horunda Valley
Span notes 2 horunda valley.rtf,dead,707,3406,2,-3,-9.67817047817048,0.21022896223609872,-0.05967049968531733,Horunda Valley
Span notes 2 horunda valley.rtf,slashing,718,3406,2,-2,-11.67817047817048,0.2134998513232233,-0.07200144587393979,Horunda Valley
Span notes 2 horunda valley.rtf,fit,730,3406,2,1.5178794178794177,-10.160291060291064,0.21706809396372287,-0.06264300116259545,Horunda Valley
Span notes 2 horunda valley.rtf,broken,760,3406,2,-1,-11.160291060291064,0.22598870056497175,-0.06880847425690668,Horunda Valley
Span notes 2 horunda valley.rtf,kills,771,3406,2,-3,-14.160291060291064,0.22925958965209633,-0.08730489353984038,Horunda Valley
Span notes 2 horunda valley.rtf,trap,798,3406,2,-1,-15.160291060291064,0.23728813559322035,-0.0934703666341516,Horunda Valley
Span notes 2 horunda valley.rtf,damage,804,3406,2,-3,-18.160291060291062,0.23907225691347012,-0.11196678591708527,Horunda Valley
Span notes 2 horunda valley.rtf,hides,829,3406,2,-1,-19.160291060291062,0.24650609574784418,-0.1181322590113965,Horunda Valley
Span notes 2 horunda valley.rtf,chaos,857,3406,2,-2,-21.160291060291062,0.2548319952423431,-0.13046320520001897,Horunda Valley
Span notes 2 horunda valley.rtf,authority,878,3406,2,1.5178794178794177,-19.642411642411645,0.2610764198632174,-0.12110476048867462,Horunda Valley
Span notes 2 horunda valley.rtf,attack,887,3406,2,-1,-20.642411642411645,0.263752601843592,-0.12727023358298586,Horunda Valley
Span notes 2 horunda valley.rtf,save,905,3406,2,3.0357588357588354,-17.60665280665281,0.26910496580434135,-0.10855334416029719,Horunda Valley
Span notes 2 horunda valley.rtf,aggression,919,3406,2,-2,-19.60665280665281,0.27326791555159086,-0.12088429034891963,Horunda Valley
Span notes 2 horunda valley.rtf,reaches,951,3406,2,1.5178794178794177,-18.088773388773394,0.28278322925958965,-0.1115258456375753,Horunda Valley
Span notes 2 horunda valley.rtf,threaten,968,3406,2,-2,-20.088773388773394,0.28783823966696404,-0.12385679182619776,Horunda Valley
Span notes 2 horunda valley.rtf,strike,980,3406,2,-1,-21.088773388773394,0.2914064823074636,-0.130022264920509,Horunda Valley
Span notes 2 horunda valley.rtf,die,992,3406,2,-3,-24.088773388773394,0.2949747249479631,-0.14851868420344266,Horunda Valley
Span notes 2 horunda valley.rtf,fight,1006,3406,2,-1,-25.088773388773394,0.29913767469521263,-0.1546841572977539,Horunda Valley
Span notes 2 horunda valley.rtf,fail,1009,3406,2,-2,-27.088773388773394,0.3000297353553375,-0.16701510348637635,Horunda Valley
Span notes 2 horunda valley.rtf,combat,1020,3406,2,-1,-28.088773388773394,0.3033006244424621,-0.17318057658068758,Horunda Valley
Span notes 2 horunda valley.rtf,destroy,1059,3406,2,-3,-31.088773388773394,0.31489741302408564,-0.19167699586362127,Horunda Valley
Span notes 2 horunda valley.rtf,injured,1107,3406,2,-2,-33.08877338877339,0.32917038358608386,-0.2040079420522437,Horunda Valley
Span notes 2 horunda valley.rtf,join,1116,3406,2,1.5178794178794177,-31.570893970893977,0.33184656556645853,-0.1946494973408994,Horunda Valley
Span notes 2 horunda valley.rtf,alive,1127,3406,2,1.5178794178794177,-30.053014553014556,0.3351174546535831,-0.18529105262955503,Horunda Valley
Span notes 2 horunda valley.rtf,opportunity,1171,3406,2,3.0357588357588354,-27.017255717255722,0.34820101100208145,-0.16657416320686635,Horunda Valley
Span notes 2 horunda valley.rtf,retreat,1173,3406,2,-1,-28.017255717255722,0.3487957181088314,-0.17273963630117758,Horunda Valley
Span notes 2 horunda valley.rtf,fake,1198,3406,2,-3,-31.017255717255722,0.35622955694320546,-0.19123605558411128,Horunda Valley
Span notes 2 horunda valley.rtf,hide,1209,3406,2,-1,-32.01725571725572,0.35950044603033005,-0.1974015286784225,Horunda Valley
