chapter,word,word_num,tot_words,ch_num,value,sum_sent,wds_norm,sum_length_adj,sum_norm,ch_name
Span notes 1 aardborg.txt,drop,2692,4500,1,-1,-14.745931405514462,0.6027765338110166,-0.003301820735672741,-0.09738738843786997,Aardborg
Span notes 1 aardborg.txt,destroy,2699,4500,1,-3,-17.74593140551446,0.6043439319301388,-0.003973562786725137,-0.11720045804189319,Aardborg
Span notes 1 aardborg.txt,irritated,2810,4500,1,-3,-20.74593140551446,0.6291983878190774,-0.0046453048377775325,-0.1370135276459164,Aardborg
Span notes 1 aardborg.txt,calm,2889,4500,1,3.0447881640887693,-17.70114324142569,0.6468875951634573,-0.003963534088989183,-0.11690466103771743,Aardborg
Span notes 1 aardborg.txt,opportunity,2913,4500,1,3.0447881640887693,-14.656355077336922,0.6522615315718764,-0.0032817633402008333,-0.0967957944295185,Aardborg
Span notes 1 aardborg.txt,attacks,2914,4500,1,-1,-15.656355077336922,0.6524854455888939,-0.003505677357218299,-0.1034001509641929,Aardborg
Span notes 1 aardborg.txt,escape,2926,4500,1,-1,-16.656355077336922,0.6551724137931034,-0.003729591374235764,-0.11000450749886731,Aardborg
Span notes 1 aardborg.txt,escape,2935,4500,1,-1,-17.656355077336922,0.6571876399462606,-0.003953505391253229,-0.1166088640335417,Aardborg
Span notes 1 aardborg.txt,kill,2938,4500,1,-3,-20.656355077336922,0.6578593819973131,-0.004625247442305625,-0.13642193363756494,Aardborg
Span notes 1 aardborg.txt,dead,3013,4500,1,-3,-23.656355077336922,0.674652933273623,-0.005296989493358021,-0.15623500324158815,Aardborg
Span notes 1 aardborg.txt,share,3043,4500,1,1.5223940820443846,-22.133960995292536,0.6813703537841469,-0.004956104118963846,-0.14618056993748865,Aardborg
Span notes 1 aardborg.txt,matter,3078,4500,1,1.5223940820443846,-20.611566913248154,0.6892073443797582,-0.0046152187445696715,-0.1361261366333892,Aardborg
Span notes 1 aardborg.txt,poison,3080,4500,1,-2,-22.611566913248154,0.6896551724137931,-0.0050630467786046025,-0.14933484970273803,Aardborg
Span notes 1 aardborg.txt,poison,3095,4500,1,-2,-24.611566913248154,0.6930138826690551,-0.005510874812639533,-0.1625435627720868,Aardborg
Span notes 1 aardborg.txt,notorious,3116,4500,1,-2,-26.611566913248154,0.6977160770264218,-0.005958702846674464,-0.17575227584143566,Aardborg
Span notes 1 aardborg.txt,poison,3134,4500,1,-2,-28.611566913248154,0.7017465293327362,-0.006406530880709394,-0.18896098891078444,Aardborg
Span notes 1 aardborg.txt,top,3185,4500,1,3.0447881640887693,-25.566778749159383,0.713166144200627,-0.005724760131921044,-0.16885212230258548,Aardborg
Span notes 1 aardborg.txt,battle,3224,4500,1,-1,-26.566778749159383,0.7218987908643081,-0.005948674148938509,-0.1754564788372599,Aardborg
Span notes 1 aardborg.txt,attacks,3236,4500,1,-1,-27.566778749159383,0.7245857590685177,-0.006172588165955974,-0.1820608353719343,Aardborg
Span notes 1 aardborg.txt,injured,3254,4500,1,-2,-29.566778749159383,0.728616211374832,-0.006620416199990905,-0.1952695484412831,Aardborg
Span notes 1 aardborg.txt,focused,3334,4500,1,3.0447881640887693,-26.521990585070615,0.7465293327362292,-0.0059386454512025556,-0.17516068183308417,Aardborg
Span notes 1 aardborg.txt,attack,3349,4500,1,-1,-27.521990585070615,0.7498880429914913,-0.0061625594682200215,-0.1817650383677586,Aardborg
Span notes 1 aardborg.txt,kill,3381,4500,1,-3,-30.521990585070615,0.7570532915360502,-0.006834301519272417,-0.20157810797178177,Aardborg
Span notes 1 aardborg.txt,advantage,3391,4500,1,3.0447881640887693,-27.477202420981847,0.7592924317062248,-0.006152530770484068,-0.18146924136358286,Aardborg
Span notes 1 aardborg.txt,clean,3402,4500,1,3.0447881640887693,-24.432414256893075,0.7617554858934169,-0.005470760021695718,-0.1613603747553839,Aardborg
Span notes 1 aardborg.txt,destroys,3435,4500,1,-3,-27.432414256893075,0.7691446484549933,-0.006142502072748113,-0.1811734443594071,Aardborg
Span notes 1 aardborg.txt,injured,3494,4500,1,-2,-29.432414256893075,0.7823555754590238,-0.006590330106783044,-0.19438215742875592,Aardborg
Span notes 1 aardborg.txt,attack,3523,4500,1,-1,-30.432414256893075,0.7888490819525302,-0.0068142441238005095,-0.2009865139634303,Aardborg
Span notes 1 aardborg.txt,collapses,3530,4500,1,-2,-32.432414256893075,0.7904164800716524,-0.00726207215783544,-0.21419522703277913,Aardborg
Span notes 1 aardborg.txt,safety,3541,4500,1,1.5223940820443846,-30.910020174848693,0.7928795342588446,-0.006921186783441266,-0.2041407937286797,Aardborg
Span notes 1 aardborg.txt,safely,3574,4500,1,1.5223940820443846,-29.387626092804307,0.800268696820421,-0.006580301409047091,-0.1940863604245802,Aardborg
Span notes 1 aardborg.txt,tops,3615,4500,1,3.0447881640887693,-26.34283792871554,0.809449171518137,-0.005898530660258742,-0.17397749381638125,Aardborg
Span notes 1 aardborg.txt,disappear,3634,4500,1,-1,-27.34283792871554,0.8137035378414689,-0.006122444677276207,-0.18058185035105564,Aardborg
Span notes 1 aardborg.txt,top,3650,4500,1,3.0447881640887693,-24.298049764626768,0.8172861621137483,-0.005440673928487857,-0.1604729837428567,Aardborg
Span notes 1 aardborg.txt,strength,3716,4500,1,3.0447881640887693,-21.253261600538,0.8320644872369011,-0.004758903179699507,-0.14036411713465774,Aardborg
Span notes 1 aardborg.txt,reaches,3734,4500,1,1.5223940820443846,-19.730867518493614,0.8360949395432155,-0.004418017805305333,-0.13030968383055827,Aardborg
Span notes 1 aardborg.txt,escaping,3785,4500,1,-1,-20.730867518493614,0.8475145544111061,-0.004641931822322798,-0.13691404036523266,Aardborg
Span notes 1 aardborg.txt,struggles,3788,4500,1,-2,-22.730867518493614,0.8481862964621585,-0.005089759856357728,-0.15012275343458148,Aardborg
Span notes 1 aardborg.txt,top,3812,4500,1,3.0447881640887693,-19.686079354404846,0.8535602328705777,-0.004407989107569379,-0.13001388682638254,Aardborg
Span notes 1 aardborg.txt,escape,3822,4500,1,-1,-20.686079354404846,0.8557993730407524,-0.004631903124586844,-0.13661824336105693,Aardborg
Span notes 1 aardborg.txt,opportunity,3837,4500,1,3.0447881640887693,-17.641291190316075,0.8591580832960143,-0.003950132375798494,-0.11650937675285798,Aardborg
Span notes 1 aardborg.txt,attack,3838,4500,1,-1,-18.641291190316075,0.8593819973130318,-0.004174046392815959,-0.12311373328753239,Aardborg
Span notes 1 aardborg.txt,distracts,3887,4500,1,-2,-20.641291190316075,0.8703537841468876,-0.00462187442685089,-0.1363224463568812,Aardborg
Span notes 1 aardborg.txt,top,3950,4500,1,3.0447881640887693,-17.596503026227307,0.8844603672189879,-0.0039401036780625405,-0.11621357974868225,Aardborg
Span notes 1 aardborg.txt,fails,3993,4500,1,-2,-19.596503026227307,0.8940886699507389,-0.0043879317120974716,-0.12942229281803108,Aardborg
Span notes 1 aardborg.txt,strikes,4003,4500,1,-1,-20.596503026227307,0.8963278101209136,-0.004611845729114937,-0.13602664935270548,Aardborg
Span notes 1 aardborg.txt,crushing,4006,4500,1,-1,-21.596503026227307,0.8969995521719659,-0.004835759746132402,-0.14263100588737987,Aardborg
Span notes 1 aardborg.txt,death,4010,4500,1,-2,-23.596503026227307,0.8978952082400359,-0.005283587780167333,-0.1558397189567287,Aardborg
Span notes 1 aardborg.txt,death,4025,4500,1,-2,-25.596503026227307,0.9012539184952978,-0.005731415814202263,-0.1690484320260775,Aardborg
Span notes 1 aardborg.txt,save,4026,4500,1,3.0447881640887693,-22.55171486213854,0.9014778325123153,-0.005049645065413914,-0.14893956541787856,Aardborg
Span notes 1 aardborg.txt,collapses,4040,4500,1,-2,-24.55171486213854,0.9046126287505598,-0.005497473099448844,-0.16214827848722738,Aardborg
Span notes 1 aardborg.txt,flees,4045,4500,1,-1,-25.55171486213854,0.9057321988356472,-0.005721387116466309,-0.16875263502190177,Aardborg
Span notes 1 aardborg.txt,flops,4055,4500,1,-2,-27.55171486213854,0.9079713390058217,-0.00616921515050124,-0.18196134809125059,Aardborg
Span notes 1 aardborg.txt,relieved,4059,4500,1,3.0447881640887693,-24.506926698049767,0.9088669950738916,-0.0054874444017128906,-0.16185248148305165,Aardborg
Span notes 1 aardborg.txt,top,4095,4500,1,3.0447881640887693,-21.462138533961,0.9169278996865203,-0.004805673652924541,-0.14174361487485268,Aardborg
Span notes 1 aardborg.txt,attracts,4157,4500,1,1.5223940820443846,-19.939744451916614,0.9308105687416032,-0.004464788278530365,-0.13168918157075318,Aardborg
Span notes 1 aardborg.txt,abilities,4251,4500,1,3.0447881640887693,-16.894956287827846,0.9518584863412449,-0.0037830175297420164,-0.11158031496255426,Aardborg
Span notes 1 aardborg.txt,rigged,4335,4500,1,-1,-17.894956287827846,0.970667263770712,-0.0040069315467594815,-0.11818467149722867,Aardborg
Span notes 1 aardborg.txt,missing,4369,4500,1,-2,-19.894956287827846,0.9782803403493059,-0.0044547595807944125,-0.13139338456657748,Aardborg
Span notes 1 aardborg.txt,aggressive,4395,4500,1,-2,-21.894956287827846,0.98410210479176,-0.004902587614829343,-0.1446020976359263,Aardborg
Span notes 1 aardborg.txt,abhorrent,4413,4500,1,-3,-24.894956287827846,0.9881325570980743,-0.005574329665881739,-0.1644151672399495,Aardborg
Span notes 1 aardborg.txt,destroy,4456,4500,1,-3,-27.894956287827846,0.9977608598298253,-0.006246071716934135,-0.18422823684397274,Aardborg
Span notes 1 aardborg.txt,prevent,4459,4500,1,-1,-28.894956287827846,0.9984326018808778,-0.0064699857339516,-0.19083259337864714,Aardborg
Span notes 1 aardborg.txt,damage,4461,4500,1,-3,-31.894956287827846,0.9988804299149127,-0.0071417277850039955,-0.21064566298267035,Aardborg
Span notes 1 aardborg.txt,saved,4466,4500,1,3.0447881640887693,-28.850168123739074,1,-0.006459957036215646,-0.19053679637447138,Aardborg
Span notes 2 horunda valley.txt,rockpoint,0,3428,2,0,0,0,0,0,Horunda Valley
Span notes 2 horunda valley.txt,adventures,6,3428,2,3.0447881640887693,3.0447881640887693,0.0017725258493353029,8.994942877662539e-4,0.026530634644672528,Horunda Valley
Span notes 2 horunda valley.txt,promoted,17,3428,2,1.5223940820443846,4.567182246133154,0.005022156573116691,0.0013492414316493807,0.03979595196700879,Horunda Valley
Span notes 2 horunda valley.txt,kills,76,3428,2,-3,1.567182246133154,0.022451994091580503,4.629785069817294e-4,0.013655577121641678,Horunda Valley
Span notes 2 horunda valley.txt,kill,85,3428,2,-3,-1.432817753866846,0.025110782865583457,-4.2328441768592204e-4,-0.012484797723725438,Horunda Valley
Span notes 2 horunda valley.txt,killed,101,3428,2,-3,-4.432817753866846,0.02983751846381093,-0.0013095473423535735,-0.03862517256909256,Horunda Valley
Span notes 2 horunda valley.txt,gain,111,3428,2,3.0447881640887693,-1.3880295897780768,0.032791728212703104,-4.100530545873196e-4,-0.012094537924420026,Horunda Valley
Span notes 2 horunda valley.txt,death,133,3428,2,-2,-3.3880295897780766,0.03929098966026588,-0.0010008950043657538,-0.0295214544879981,Horunda Valley
Span notes 2 horunda valley.txt,ability,149,3428,2,3.0447881640887693,-0.3432414256893075,0.04401772525849335,-1.0140071659949999e-4,-0.002990819843325573,Horunda Valley
Span notes 2 horunda valley.txt,distress,175,3428,2,-2,-2.3432414256893077,0.051698670605613,-6.922426663779343e-4,-0.020417736406903652,Horunda Valley
Span notes 2 horunda valley.txt,top,183,3428,2,3.0447881640887693,0.7015467383994618,0.05406203840472674,2.0725162138831958e-4,0.006112898237768878,Horunda Valley
Span notes 2 horunda valley.txt,reaches,189,3428,2,1.5223940820443846,2.2239408204438464,0.05583456425406204,6.569987652714465e-4,0.01937821556010514,Horunda Valley
Span notes 2 horunda valley.txt,distress,226,3428,2,-2,0.22394082044384644,0.06676514032496307,6.615681549301224e-5,0.0019512989965270657,Horunda Valley
Span notes 2 horunda valley.txt,reaches,253,3428,2,1.5223940820443846,1.746334902488231,0.07474150664697193,5.159039593761391e-4,0.015216616318863329,Horunda Valley
Span notes 2 horunda valley.txt,reaches,262,3428,2,1.5223940820443846,3.2687289845326157,0.07740029542097489,9.656511032592661e-4,0.028481933641199594,Horunda Valley
Span notes 2 horunda valley.txt,anti,279,3428,2,-1,2.2687289845326157,0.08242245199409158,6.702301283700489e-4,0.019768475359410554,Horunda Valley
Span notes 2 horunda valley.txt,helps,291,3428,2,3.0447881640887693,5.313517148621385,0.08596750369276218,0.0015697244161363027,0.04629911000408308,Horunda Valley
Span notes 2 horunda valley.txt,drop,318,3428,2,-1,4.313517148621385,0.09394387001477104,0.0012743034412470856,0.03758565172229404,Horunda Valley
Span notes 2 horunda valley.txt,vision,382,3428,2,1.5223940820443846,5.8359112306657694,0.11285081240768094,0.0017240505851302125,0.0508509690446303,Horunda Valley
Span notes 2 horunda valley.txt,vision,387,3428,2,1.5223940820443846,7.358305312710154,0.11432791728212703,0.0021737977290133396,0.06411628636696658,Horunda Valley
Span notes 2 horunda valley.txt,reach,397,3428,2,1.5223940820443846,8.880699394754538,0.1172821270310192,0.0026235448728964663,0.07738160368930283,Horunda Valley
Span notes 2 horunda valley.txt,helps,442,3428,2,3.0447881640887693,11.925487558843308,0.13057607090103399,0.00352303916066272,0.10391223833397535,Horunda Valley
Span notes 2 horunda valley.txt,fight,481,3428,2,-1,10.925487558843308,0.14209748892171345,0.003227618185773503,0.09519878005218632,Horunda Valley
Span notes 2 horunda valley.txt,death,491,3428,2,-2,8.925487558843308,0.1450516986706056,0.002636776235995069,0.07777186348860825,Horunda Valley
Span notes 2 horunda valley.txt,attacks,514,3428,2,-1,7.925487558843308,0.15184638109305762,0.0023413552611058516,0.0690584052068192,Horunda Valley
Span notes 2 horunda valley.txt,dead,539,3428,2,-3,4.925487558843308,0.15923190546528804,0.0014550923364382003,0.04291803036145209,Horunda Valley
Span notes 2 horunda valley.txt,bad,607,3428,2,-3,1.9254875588433082,0.1793205317577548,5.688294117705489e-4,0.016777655516084983,Horunda Valley
Span notes 2 horunda valley.txt,convince,615,3428,2,1.5223940820443846,3.447881640887693,0.18168389955686853,0.0010185765556536758,0.030042972838421243,Horunda Valley
Span notes 2 horunda valley.txt,warns,626,3428,2,-2,1.4478816408876929,0.18493353028064993,4.277346058752416e-4,0.01261605627484317,Horunda Valley
Span notes 2 horunda valley.txt,badly,639,3428,2,-3,-1.5521183591123071,0.18877400295420974,-4.5852831879240977e-4,-0.013524318570523945,Horunda Valley
