chapter,char,sentiment,sum_sent,words,ch_num,ch_name
SPAN notes 14 - The Obstabatory.txt,evertonette,joy,1,33,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,evertonette,trust,1,33,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,rook,anger,14,443,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,rook,anticipation,16,443,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,rook,disgust,11,443,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,rook,fear,17,443,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,rook,joy,11,443,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,rook,sadness,11,443,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,rook,surprise,5,443,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,rook,trust,24,443,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,xotl,anger,6,148,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,xotl,anticipation,6,148,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,xotl,disgust,4,148,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,xotl,fear,3,148,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,xotl,joy,3,148,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,xotl,sadness,3,148,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,xotl,surprise,3,148,14,The Obstabatory
SPAN notes 14 - The Obstabatory.txt,xotl,trust,7,148,14,The Obstabatory
SPAN notes 15 - release the kraken!.txt,LT-031,anger,154,6517,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,LT-031,anticipation,128,6517,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,LT-031,disgust,87,6517,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,LT-031,fear,181,6517,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,LT-031,joy,64,6517,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,LT-031,sadness,98,6517,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,LT-031,surprise,69,6517,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,LT-031,trust,105,6517,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,artien,anger,12,295,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,artien,anticipation,8,295,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,artien,disgust,3,295,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,artien,fear,15,295,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,artien,joy,6,295,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,artien,sadness,8,295,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,artien,surprise,6,295,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,artien,trust,9,295,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,chibo,anger,17,493,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,chibo,anticipation,21,493,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,chibo,disgust,14,493,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,chibo,fear,21,493,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,chibo,joy,12,493,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,chibo,sadness,19,493,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,chibo,surprise,9,493,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,chibo,trust,14,493,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,dane,anger,14,334,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,dane,anticipation,12,334,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,dane,disgust,5,334,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,dane,fear,14,334,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,dane,joy,7,334,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,dane,sadness,11,334,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,dane,surprise,6,334,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,dane,trust,10,334,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,rook,anger,31,507,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,rook,anticipation,19,507,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,rook,disgust,11,507,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,rook,fear,32,507,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,rook,joy,10,507,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,rook,sadness,22,507,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,rook,surprise,12,507,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,rook,trust,16,507,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,xotl,anger,16,362,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,xotl,anticipation,12,362,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,xotl,disgust,11,362,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,xotl,fear,19,362,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,xotl,joy,6,362,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,xotl,sadness,10,362,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,xotl,surprise,7,362,15,Release The Kraken!
SPAN notes 15 - release the kraken!.txt,xotl,trust,11,362,15,Release The Kraken!
SPAN notes 16 - lonely is the Night Hag.txt,LT-031,anger,49,2455,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,LT-031,anticipation,50,2455,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,LT-031,disgust,52,2455,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,LT-031,fear,78,2455,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,LT-031,joy,26,2455,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,LT-031,sadness,40,2455,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,LT-031,surprise,15,2455,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,LT-031,trust,55,2455,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,artien,anger,1,57,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,artien,disgust,1,57,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,artien,fear,1,57,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,artien,sadness,1,57,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,artien,trust,2,57,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,chibo,anger,3,168,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,chibo,anticipation,5,168,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,chibo,disgust,3,168,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,chibo,fear,8,168,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,chibo,joy,3,168,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,chibo,sadness,3,168,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,chibo,surprise,2,168,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,chibo,trust,4,168,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,dane,anger,3,196,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,dane,anticipation,4,196,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,dane,disgust,4,196,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,dane,fear,8,196,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,dane,joy,1,196,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,dane,sadness,2,196,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,dane,trust,6,196,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,rook,anger,11,244,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,rook,anticipation,10,244,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,rook,disgust,4,244,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,rook,fear,15,244,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,rook,joy,4,244,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,rook,sadness,7,244,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,rook,surprise,4,244,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,rook,trust,9,244,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,xotl,anger,7,222,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,xotl,anticipation,4,222,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,xotl,disgust,8,222,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,xotl,fear,7,222,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,xotl,joy,4,222,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,xotl,sadness,4,222,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,xotl,surprise,2,222,16,Lonely Is The Night Hag
SPAN notes 16 - lonely is the Night Hag.txt,xotl,trust,6,222,16,Lonely Is The Night Hag
SPAN notes 17 - Occam's Glazier.txt,LT-031,anger,55,3557,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,LT-031,anticipation,67,3557,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,LT-031,disgust,26,3557,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,LT-031,fear,69,3557,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,LT-031,joy,42,3557,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,LT-031,sadness,63,3557,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,LT-031,surprise,32,3557,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,LT-031,trust,73,3557,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,artien,anger,4,139,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,artien,anticipation,7,139,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,artien,disgust,2,139,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,artien,fear,4,139,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,artien,joy,1,139,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,artien,sadness,3,139,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,artien,surprise,3,139,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,artien,trust,4,139,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,chibo,anger,5,307,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,chibo,anticipation,7,307,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,chibo,disgust,2,307,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,chibo,fear,12,307,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,chibo,joy,7,307,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,chibo,sadness,9,307,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,chibo,surprise,7,307,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,chibo,trust,7,307,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,dane,anger,13,348,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,dane,anticipation,9,348,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,dane,disgust,7,348,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,dane,fear,13,348,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,dane,joy,8,348,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,dane,sadness,10,348,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,dane,surprise,6,348,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,dane,trust,10,348,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,rook,anger,2,131,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,rook,anticipation,2,131,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,rook,disgust,1,131,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,rook,sadness,1,131,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,rook,trust,1,131,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,xotl,anger,5,117,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,xotl,anticipation,4,117,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,xotl,disgust,2,117,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,xotl,fear,5,117,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,xotl,joy,3,117,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,xotl,sadness,4,117,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,xotl,surprise,2,117,17,Occam's Glazier
SPAN notes 17 - Occam's Glazier.txt,xotl,trust,4,117,17,Occam's Glazier
Span notes 2 horunda valley.txt,LT-031,anger,64,3428,2,Horunda Valley
Span notes 2 horunda valley.txt,LT-031,anticipation,61,3428,2,Horunda Valley
Span notes 2 horunda valley.txt,LT-031,disgust,38,3428,2,Horunda Valley
Span notes 2 horunda valley.txt,LT-031,fear,93,3428,2,Horunda Valley
Span notes 2 horunda valley.txt,LT-031,joy,30,3428,2,Horunda Valley
Span notes 2 horunda valley.txt,LT-031,sadness,45,3428,2,Horunda Valley
Span notes 2 horunda valley.txt,LT-031,surprise,31,3428,2,Horunda Valley
Span notes 2 horunda valley.txt,LT-031,trust,73,3428,2,Horunda Valley
Span notes 2 horunda valley.txt,chibo,anger,2,129,2,Horunda Valley
Span notes 2 horunda valley.txt,chibo,anticipation,2,129,2,Horunda Valley
Span notes 2 horunda valley.txt,chibo,disgust,1,129,2,Horunda Valley
Span notes 2 horunda valley.txt,chibo,fear,4,129,2,Horunda Valley
Span notes 2 horunda valley.txt,chibo,sadness,2,129,2,Horunda Valley
Span notes 2 horunda valley.txt,chibo,surprise,1,129,2,Horunda Valley
Span notes 2 horunda valley.txt,chibo,trust,3,129,2,Horunda Valley
Span notes 2 horunda valley.txt,dane,anger,6,154,2,Horunda Valley
Span notes 2 horunda valley.txt,dane,anticipation,7,154,2,Horunda Valley
Span notes 2 horunda valley.txt,dane,disgust,2,154,2,Horunda Valley
Span notes 2 horunda valley.txt,dane,fear,9,154,2,Horunda Valley
Span notes 2 horunda valley.txt,dane,joy,3,154,2,Horunda Valley
Span notes 2 horunda valley.txt,dane,sadness,2,154,2,Horunda Valley
Span notes 2 horunda valley.txt,dane,surprise,2,154,2,Horunda Valley
Span notes 2 horunda valley.txt,dane,trust,8,154,2,Horunda Valley
Span notes 2 horunda valley.txt,evertonette,anger,5,93,2,Horunda Valley
Span notes 2 horunda valley.txt,evertonette,anticipation,1,93,2,Horunda Valley
Span notes 2 horunda valley.txt,evertonette,disgust,2,93,2,Horunda Valley
Span notes 2 horunda valley.txt,evertonette,fear,6,93,2,Horunda Valley
Span notes 2 horunda valley.txt,evertonette,joy,1,93,2,Horunda Valley
Span notes 2 horunda valley.txt,evertonette,sadness,2,93,2,Horunda Valley
Span notes 2 horunda valley.txt,evertonette,surprise,2,93,2,Horunda Valley
Span notes 2 horunda valley.txt,evertonette,trust,1,93,2,Horunda Valley
Span notes 2 horunda valley.txt,rinoa,anger,1,44,2,Horunda Valley
Span notes 2 horunda valley.txt,rinoa,fear,1,44,2,Horunda Valley
Span notes 2 horunda valley.txt,rook,anger,6,212,2,Horunda Valley
Span notes 2 horunda valley.txt,rook,anticipation,9,212,2,Horunda Valley
Span notes 2 horunda valley.txt,rook,disgust,4,212,2,Horunda Valley
Span notes 2 horunda valley.txt,rook,fear,6,212,2,Horunda Valley
Span notes 2 horunda valley.txt,rook,joy,3,212,2,Horunda Valley
Span notes 2 horunda valley.txt,rook,sadness,3,212,2,Horunda Valley
Span notes 2 horunda valley.txt,rook,surprise,3,212,2,Horunda Valley
Span notes 2 horunda valley.txt,rook,trust,5,212,2,Horunda Valley
Span notes 2 horunda valley.txt,vandare,anger,8,231,2,Horunda Valley
Span notes 2 horunda valley.txt,vandare,anticipation,7,231,2,Horunda Valley
Span notes 2 horunda valley.txt,vandare,disgust,4,231,2,Horunda Valley
Span notes 2 horunda valley.txt,vandare,fear,12,231,2,Horunda Valley
Span notes 2 horunda valley.txt,vandare,joy,3,231,2,Horunda Valley
Span notes 2 horunda valley.txt,vandare,sadness,2,231,2,Horunda Valley
Span notes 2 horunda valley.txt,vandare,surprise,3,231,2,Horunda Valley
Span notes 2 horunda valley.txt,vandare,trust,9,231,2,Horunda Valley
Span notes 2 horunda valley.txt,xotl,anger,2,110,2,Horunda Valley
Span notes 2 horunda valley.txt,xotl,anticipation,2,110,2,Horunda Valley
Span notes 2 horunda valley.txt,xotl,disgust,4,110,2,Horunda Valley
Span notes 2 horunda valley.txt,xotl,fear,3,110,2,Horunda Valley
Span notes 2 horunda valley.txt,xotl,joy,2,110,2,Horunda Valley
Span notes 2 horunda valley.txt,xotl,sadness,3,110,2,Horunda Valley
Span notes 2 horunda valley.txt,xotl,trust,3,110,2,Horunda Valley
Span notes 3 thaliost.txt,LT-031,anger,43,3293,3,Thaliost
Span notes 3 thaliost.txt,LT-031,anticipation,74,3293,3,Thaliost
Span notes 3 thaliost.txt,LT-031,disgust,21,3293,3,Thaliost
Span notes 3 thaliost.txt,LT-031,fear,55,3293,3,Thaliost
Span notes 3 thaliost.txt,LT-031,joy,33,3293,3,Thaliost
Span notes 3 thaliost.txt,LT-031,sadness,50,3293,3,Thaliost
Span notes 3 thaliost.txt,LT-031,surprise,24,3293,3,Thaliost
Span notes 3 thaliost.txt,LT-031,trust,63,3293,3,Thaliost
Span notes 3 thaliost.txt,chibo,anger,2,210,3,Thaliost
Span notes 3 thaliost.txt,chibo,anticipation,7,210,3,Thaliost
Span notes 3 thaliost.txt,chibo,disgust,2,210,3,Thaliost
Span notes 3 thaliost.txt,chibo,fear,4,210,3,Thaliost
Span notes 3 thaliost.txt,chibo,joy,1,210,3,Thaliost
Span notes 3 thaliost.txt,chibo,sadness,3,210,3,Thaliost
Span notes 3 thaliost.txt,chibo,surprise,2,210,3,Thaliost
Span notes 3 thaliost.txt,chibo,trust,7,210,3,Thaliost
Span notes 3 thaliost.txt,dane,anger,5,232,3,Thaliost
Span notes 3 thaliost.txt,dane,anticipation,10,232,3,Thaliost
Span notes 3 thaliost.txt,dane,disgust,4,232,3,Thaliost
Span notes 3 thaliost.txt,dane,fear,4,232,3,Thaliost
Span notes 3 thaliost.txt,dane,joy,4,232,3,Thaliost
Span notes 3 thaliost.txt,dane,sadness,3,232,3,Thaliost
Span notes 3 thaliost.txt,dane,surprise,2,232,3,Thaliost
Span notes 3 thaliost.txt,dane,trust,6,232,3,Thaliost
Span notes 3 thaliost.txt,evertonette,anger,8,248,3,Thaliost
Span notes 3 thaliost.txt,evertonette,anticipation,13,248,3,Thaliost
Span notes 3 thaliost.txt,evertonette,disgust,4,248,3,Thaliost
Span notes 3 thaliost.txt,evertonette,fear,14,248,3,Thaliost
Span notes 3 thaliost.txt,evertonette,joy,6,248,3,Thaliost
Span notes 3 thaliost.txt,evertonette,sadness,7,248,3,Thaliost
Span notes 3 thaliost.txt,evertonette,surprise,6,248,3,Thaliost
Span notes 3 thaliost.txt,evertonette,trust,7,248,3,Thaliost
Span notes 3 thaliost.txt,rinoa,anger,4,155,3,Thaliost
Span notes 3 thaliost.txt,rinoa,anticipation,6,155,3,Thaliost
Span notes 3 thaliost.txt,rinoa,disgust,1,155,3,Thaliost
Span notes 3 thaliost.txt,rinoa,fear,4,155,3,Thaliost
Span notes 3 thaliost.txt,rinoa,joy,1,155,3,Thaliost
Span notes 3 thaliost.txt,rinoa,sadness,2,155,3,Thaliost
Span notes 3 thaliost.txt,rinoa,surprise,1,155,3,Thaliost
Span notes 3 thaliost.txt,rinoa,trust,6,155,3,Thaliost
Span notes 3 thaliost.txt,rook,anger,3,209,3,Thaliost
Span notes 3 thaliost.txt,rook,anticipation,9,209,3,Thaliost
Span notes 3 thaliost.txt,rook,disgust,3,209,3,Thaliost
Span notes 3 thaliost.txt,rook,fear,5,209,3,Thaliost
Span notes 3 thaliost.txt,rook,joy,4,209,3,Thaliost
Span notes 3 thaliost.txt,rook,sadness,7,209,3,Thaliost
Span notes 3 thaliost.txt,rook,surprise,2,209,3,Thaliost
Span notes 3 thaliost.txt,rook,trust,12,209,3,Thaliost
Span notes 3 thaliost.txt,vandare,anticipation,1,43,3,Thaliost
Span notes 3 thaliost.txt,vandare,fear,2,43,3,Thaliost
Span notes 3 thaliost.txt,xotl,anger,2,163,3,Thaliost
Span notes 3 thaliost.txt,xotl,anticipation,6,163,3,Thaliost
Span notes 3 thaliost.txt,xotl,disgust,2,163,3,Thaliost
Span notes 3 thaliost.txt,xotl,fear,6,163,3,Thaliost
Span notes 3 thaliost.txt,xotl,joy,2,163,3,Thaliost
Span notes 3 thaliost.txt,xotl,sadness,1,163,3,Thaliost
Span notes 3 thaliost.txt,xotl,surprise,2,163,3,Thaliost
Span notes 3 thaliost.txt,xotl,trust,3,163,3,Thaliost
Span notes 4 xandrar.txt,LT-031,anger,63,4555,4,Xandrar
Span notes 4 xandrar.txt,LT-031,anticipation,71,4555,4,Xandrar
Span notes 4 xandrar.txt,LT-031,disgust,20,4555,4,Xandrar
Span notes 4 xandrar.txt,LT-031,fear,78,4555,4,Xandrar
Span notes 4 xandrar.txt,LT-031,joy,30,4555,4,Xandrar
Span notes 4 xandrar.txt,LT-031,sadness,59,4555,4,Xandrar
Span notes 4 xandrar.txt,LT-031,surprise,21,4555,4,Xandrar
Span notes 4 xandrar.txt,LT-031,trust,159,4555,4,Xandrar
Span notes 4 xandrar.txt,chibo,anger,7,252,4,Xandrar
Span notes 4 xandrar.txt,chibo,anticipation,10,252,4,Xandrar
Span notes 4 xandrar.txt,chibo,disgust,2,252,4,Xandrar
Span notes 4 xandrar.txt,chibo,fear,10,252,4,Xandrar
Span notes 4 xandrar.txt,chibo,joy,3,252,4,Xandrar
Span notes 4 xandrar.txt,chibo,sadness,9,252,4,Xandrar
Span notes 4 xandrar.txt,chibo,surprise,4,252,4,Xandrar
Span notes 4 xandrar.txt,chibo,trust,8,252,4,Xandrar
Span notes 4 xandrar.txt,dane,anger,1,190,4,Xandrar
Span notes 4 xandrar.txt,dane,anticipation,5,190,4,Xandrar
Span notes 4 xandrar.txt,dane,disgust,1,190,4,Xandrar
Span notes 4 xandrar.txt,dane,fear,3,190,4,Xandrar
Span notes 4 xandrar.txt,dane,joy,2,190,4,Xandrar
Span notes 4 xandrar.txt,dane,sadness,1,190,4,Xandrar
Span notes 4 xandrar.txt,dane,surprise,2,190,4,Xandrar
Span notes 4 xandrar.txt,dane,trust,8,190,4,Xandrar
Span notes 4 xandrar.txt,evertonette,anger,4,172,4,Xandrar
Span notes 4 xandrar.txt,evertonette,anticipation,4,172,4,Xandrar
Span notes 4 xandrar.txt,evertonette,disgust,1,172,4,Xandrar
Span notes 4 xandrar.txt,evertonette,fear,7,172,4,Xandrar
Span notes 4 xandrar.txt,evertonette,joy,1,172,4,Xandrar
Span notes 4 xandrar.txt,evertonette,sadness,2,172,4,Xandrar
Span notes 4 xandrar.txt,evertonette,surprise,1,172,4,Xandrar
Span notes 4 xandrar.txt,evertonette,trust,9,172,4,Xandrar
Span notes 4 xandrar.txt,rinoa,anger,4,226,4,Xandrar
Span notes 4 xandrar.txt,rinoa,anticipation,8,226,4,Xandrar
Span notes 4 xandrar.txt,rinoa,disgust,1,226,4,Xandrar
Span notes 4 xandrar.txt,rinoa,fear,8,226,4,Xandrar
Span notes 4 xandrar.txt,rinoa,joy,1,226,4,Xandrar
Span notes 4 xandrar.txt,rinoa,sadness,4,226,4,Xandrar
Span notes 4 xandrar.txt,rinoa,surprise,2,226,4,Xandrar
Span notes 4 xandrar.txt,rinoa,trust,8,226,4,Xandrar
Span notes 4 xandrar.txt,rook,anger,3,179,4,Xandrar
Span notes 4 xandrar.txt,rook,anticipation,7,179,4,Xandrar
Span notes 4 xandrar.txt,rook,fear,3,179,4,Xandrar
Span notes 4 xandrar.txt,rook,joy,1,179,4,Xandrar
Span notes 4 xandrar.txt,rook,surprise,1,179,4,Xandrar
Span notes 4 xandrar.txt,rook,trust,11,179,4,Xandrar
Span notes 4 xandrar.txt,vandare,anger,3,125,4,Xandrar
Span notes 4 xandrar.txt,vandare,anticipation,3,125,4,Xandrar
Span notes 4 xandrar.txt,vandare,fear,2,125,4,Xandrar
Span notes 4 xandrar.txt,vandare,joy,1,125,4,Xandrar
Span notes 4 xandrar.txt,vandare,sadness,3,125,4,Xandrar
Span notes 4 xandrar.txt,vandare,surprise,2,125,4,Xandrar
Span notes 4 xandrar.txt,vandare,trust,7,125,4,Xandrar
Span notes 4 xandrar.txt,xotl,anger,2,103,4,Xandrar
Span notes 4 xandrar.txt,xotl,anticipation,3,103,4,Xandrar
Span notes 4 xandrar.txt,xotl,fear,2,103,4,Xandrar
Span notes 4 xandrar.txt,xotl,sadness,2,103,4,Xandrar
Span notes 4 xandrar.txt,xotl,surprise,2,103,4,Xandrar
Span notes 4 xandrar.txt,xotl,trust,4,103,4,Xandrar
SPAN notes 5 zilargo.txt,LT-031,anger,99,3869,5,Zilargo
SPAN notes 5 zilargo.txt,LT-031,anticipation,70,3869,5,Zilargo
SPAN notes 5 zilargo.txt,LT-031,disgust,51,3869,5,Zilargo
SPAN notes 5 zilargo.txt,LT-031,fear,136,3869,5,Zilargo
SPAN notes 5 zilargo.txt,LT-031,joy,31,3869,5,Zilargo
SPAN notes 5 zilargo.txt,LT-031,sadness,60,3869,5,Zilargo
SPAN notes 5 zilargo.txt,LT-031,surprise,42,3869,5,Zilargo
SPAN notes 5 zilargo.txt,LT-031,trust,84,3869,5,Zilargo
SPAN notes 5 zilargo.txt,chibo,anger,14,326,5,Zilargo
SPAN notes 5 zilargo.txt,chibo,anticipation,7,326,5,Zilargo
SPAN notes 5 zilargo.txt,chibo,disgust,6,326,5,Zilargo
SPAN notes 5 zilargo.txt,chibo,fear,13,326,5,Zilargo
SPAN notes 5 zilargo.txt,chibo,joy,6,326,5,Zilargo
SPAN notes 5 zilargo.txt,chibo,sadness,9,326,5,Zilargo
SPAN notes 5 zilargo.txt,chibo,surprise,6,326,5,Zilargo
SPAN notes 5 zilargo.txt,chibo,trust,9,326,5,Zilargo
SPAN notes 5 zilargo.txt,dane,anger,3,108,5,Zilargo
SPAN notes 5 zilargo.txt,dane,anticipation,5,108,5,Zilargo
SPAN notes 5 zilargo.txt,dane,disgust,1,108,5,Zilargo
SPAN notes 5 zilargo.txt,dane,fear,5,108,5,Zilargo
